id_resep,nama_resep,daftar_bahan,waktu_masak,kategori,list_bahan,vector_bahan
R0011,capcay seafood,"udang, cumi, wortel, kembang kol, jagung muda, daun bawang, sawi putih, bawang putih, bawang bombay, air, garam, merica, saos tiram, minyak goreng, sambal",25,ikan dan seafood,"['cumi', 'minyak goreng', 'sambal', 'kembang kol', 'garam', 'wortel', 'daun bawang', 'saos tiram', 'bawang bombay', 'merica', 'sawi putih', 'air', 'bawang putih', 'udang', 'jagung muda']","[0.  0.  0.2 0.  0.  0.  0.  0.4 0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.4 0.  0.  0.  0.
 0.  0.  0.1 0.  0.  0.  0.  0.  0.  1.5 0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.1 0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.2 0.  0.  0.2 0.  0.  1.5 0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.5 0. ]"
R0012,tahu kipas udang,"tahu, udang, wortel, jamur, buncis, daun bawang, bawang bombay, bawang putih, gula pasir, saos tiram, garam, kaldu, lada, minyak wijen, tepung maizena, tepung serbaguna",45,ikan dan seafood,"['minyak wijen', 'garam', 'wortel', 'daun bawang', 'saos tiram', 'tepung serbaguna', 'tahu', 'bawang bombay', 'gula pasir', 'lada', 'bawang putih', 'udang', 'kaldu', 'jamur', 'buncis', 'tepung maizena']","[0.  0.  0.  0.  0.  0.  0.  0.4 0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.
 1.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.4 0.  0.  0.  0.
 0.  0.  0.1 0.  0.  0.  0.1 0.  0.  0.  0.  1.5 0.  0.  0.  0.  0.  0.2
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.1
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.5 0.
 0.  0.  0.  0.9 0.9 0.  0.  0.  0.  3.  0.  0.  1.5 0. ]"
R0013,spaghetti udang sambal matah,"spaghetti, udang, bawang merah, bawang putih, cabai rawit, serai, daun jeruk, jeruk lemon, minyak goreng, garam, lada, saos tiram",30,ikan dan seafood,"['minyak goreng', 'spaghetti', 'garam', 'saos tiram', 'serai', 'cabai rawit', 'bawang merah', 'jeruk lemon', 'lada', 'bawang putih', 'udang', 'daun jeruk']","[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.1 0.1 0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  1.5 0.  0.  0.
 0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  1.5 0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.1
 0.  0.  0.  0.  0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.  1.5 0.  0.  3.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  0.  0. ]"
R0014,garam asam ikan segar,"ikan, air, asam jawa, jeruk nipis, bawang merah, bawang putih, cabai rawit, kunyit, kencur, jahe, lengkuas, ketumbar, kemiri, garam, gula pasir, penyedap rasa, daun salam, daun jeruk, serai, daun bawang, tomat",90,ikan dan seafood,"['jahe', 'cabai rawit', 'tomat', 'kemiri', 'daun salam', 'ketumbar', 'gula pasir', 'air', 'asam jawa', 'kencur', 'lengkuas', 'garam', 'serai', 'bawang merah', 'ikan', 'daun jeruk', 'penyedap rasa', 'jeruk nipis', 'daun bawang', 'bawang putih', 'kunyit']","[0.  0.  0.2 0.1 0.  0.  0.  0.  0.  0.1 0.1 0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.4 1.5 0.  0.  1.5
 0.  0.  0.1 0.  0.  0.  0.1 3.  0.  0.  1.5 0.  0.  1.5 0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.5 1.5 0.  0.1 0.  1.5 0.
 1.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.2 0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.5 0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  1.5 0.  0.  0.  0.  0.  0. ]"
R0015,ikan nila goreng crispy,"ikan, garam, minyak goreng",35,ikan dan seafood,"['ikan', 'minyak goreng', 'garam']","[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.1 0.  0.  0.  0.  3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]"
R0016,tumis telur tomat,"telur, tomat, bawang putih, daun bawang, saos tomat, air, kecap asin, gula pasir, penyedap rasa, tepung maizena",20,telur,"['penyedap rasa', 'daun bawang', 'gula pasir', 'kecap asin', 'tomat', 'saos tomat', 'bawang putih', 'air', 'telur', 'tepung maizena']","[0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.4 0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.2 0.
 0.  0.  0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.1 0.  0.  0.9 0.  0.  0.  1.5 0.  0.  0.  0.  0.  0. ]"
R0017,semur ayam telur,"ayam, telur, daun salam, lengkuas, serai, garam, gula pasir, kaldu, kecap manis, air",25,telur,"['daun salam', 'garam', 'serai', 'ayam', 'gula pasir', 'kecap manis', 'air', 'kaldu', 'telur', 'lengkuas']","[0.  0.  0.2 0.  3.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.5
 0.  0.  0.1 0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.2
 0.  0.  0.  0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 1.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.5 0.  0.  0.  0.  0.  0.
 0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]"
R0018,telur dadar daun bawang,"telur, daun bawang, bawang merah, garam, merica, penyedap rasa, bawang goreng",10,telur,"['penyedap rasa', 'garam', 'daun bawang', 'bawang goreng', 'merica', 'bawang merah', 'telur']","[0.  0.  0.  0.  0.  0.  0.  0.  0.2 0.1 0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.4 0.  0.  0.  0.
 0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.2 0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]"
R0019,rendang ayam telur,"ayam, telur, santan, air, kelapa, minyak goreng, bawang merah, bawang putih, cabai merah, cabai rawit, kemiri, kunyit, jahe, lengkuas, ketumbar, serai, pala, garam, kaldu, daun jeruk, daun salam, daun kunyit, kapulaga, cengkeh, kayu manis, bunga lawang",120,telur,"['minyak goreng', 'jahe', 'ayam', 'cabai rawit', 'kemiri', 'kelapa', 'cengkeh', 'kapulaga', 'daun salam', 'ketumbar', 'santan', 'air', 'cabai merah', 'bunga lawang', 'lengkuas', 'garam', 'serai', 'bawang merah', 'kayu manis', 'kaldu', 'daun jeruk', 'pala', 'bawang putih', 'daun kunyit', 'telur', 'kunyit']","[0.  0.  0.2 0.  3.  0.  0.  0.  0.  0.1 0.1 0.  0.  0.  0.  0.  0.  0.
 0.  0.4 0.  0.  0.  0.  0.1 0.1 1.5 0.  0.  0.  0.  0.  1.5 1.5 0.  1.5
 0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  1.5 0.  0.  0.  0.  0.  0.  0.2
 0.  0.  1.5 1.5 0.  0.  0.  0.  0.  1.5 0.  1.5 0.  0.  0.1 0.  1.5 0.
 1.5 0.  0.  0.  0.  0.  0.  0.  0.2 0.  0.  0.  1.5 0.  0.  0.  0.  0.
 0.  0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  1.5 0.  0.  0.  0.  0.  0.
 0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]"
R0020,telur kecap cabai hijau,"telur, cabai hijau, bawang merah, bawang putih, daun bawang, tomat, air, minyak goreng, kecap manis, saos tiram, gula merah, garam",10,telur,"['minyak goreng', 'garam', 'daun bawang', 'saos tiram', 'kecap manis', 'bawang merah', 'tomat', 'gula merah', 'air', 'bawang putih', 'cabai hijau', 'telur']","[0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.1 0.1 0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.4 0.  0.  0.  0.
 0.  0.  0.1 0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.1 0.  0.  0.  0.  0.  0.  1.5 0.  0.  0.  0.  0.  0. ]"
R0021,oseng wortel telur,"wortel, telur, bawang putih, saos tiram, kecap asin, kecap ikan, gula pasir, kaldu, lada",30,sayur tumis,"['kecap ikan', 'wortel', 'saos tiram', 'gula pasir', 'kecap asin', 'lada', 'bawang putih', 'kaldu', 'telur']","[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.2
 0.  0.  0.  0.  0.2 0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.1
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.5 0. ]"
R0022,tumis kangkung saos tiram,"kangkung, saos tiram, penyedap rasa, bawang merah, bawang putih, cabai rawit, tomat, gula pasir, garam, air",45,sayur tumis,"['penyedap rasa', 'kangkung', 'garam', 'saos tiram', 'gula pasir', 'cabai rawit', 'bawang merah', 'tomat', 'air', 'bawang putih']","[0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.1 0.1 0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.1 0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  1.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.2 0.
 0.  0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  1.5 0.  0.  0.  0.  0.  0. ]"
R0023,"tumis pokchoy, tempe dan taoge","pokchoy, tempe, taoge, bawang merah, garam, penyedap rasa, lada, gula pasir, kecap asin, kecap inggris, air",30,sayur tumis,"['penyedap rasa', 'tempe', 'garam', 'gula pasir', 'kecap asin', 'taoge', 'bawang merah', 'lada', 'air', 'kecap inggris', 'pokchoy']","[0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.1 0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.2 0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.1
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.2 0.
 1.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.5
 0.  1.5 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. ]"
R0024,tumis udang dan kol,"udang, kol, penyedap rasa, kecap inggris, minyak goreng, bawang putih, daun bawang, minyak wijen",60,sayur tumis,"['minyak goreng', 'penyedap rasa', 'minyak wijen', 'daun bawang', 'kol', 'bawang putih', 'kecap inggris', 'udang']","[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.1 0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.4 0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.2 0.  0.  0.  0.  0.  0.  0.  0.  1.5 0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.2 0.2 0.  0.  0.  0.  0.  0.  0.2 0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  0.  0. ]"
